,edit_history_tweet_ids,id,text
89,['1664856795570122752'],1664856795570122752,"rt dvteamofficial: darren | hmm, is this what you've been waiting for? 🤔

watch darren's advertisement for coke! ❤️ cokezero tikmanna…"
90,['1664856772736323584'],1664856772736323584,"rt thedarrenatics2: darren surely can't give up his best coke ever😊

see full clip:


darren espanto2001
cokezer…"
91,['1664851673859211265'],1664851673859211265,"rt ionelovegood: okay na din po kahit posters nito sa mga suking tindahan or groceries. 

darrens bestcokeever
darren espanto2001
cokez…"
92,['1664851567218917377'],1664851567218917377,"rt d_marianne23: ginalingan  na naman ni darren !! very effective endorser ever talaga!!

darrens bestcokeever
darren espanto2001
cokez…"
93,['1664843507348164608'],1664843507348164608,"rt ionelovegood: tv airing-worthy ang fifteen-second ad mo d

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph ht…"
94,['1664843168821420033'],1664843168821420033,"rt lilybeth140: congratulations, darren! so blessed! 

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph"
95,['1664843128891637762'],1664843128891637762,"rt ilovedarren_24: true ..sana maipalabas sa tv ! 💚🙏

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph"
96,['1664842997198888960'],1664842997198888960,"rt ilovedarren_24: true ..sana maipalabas sa tv ! 💚🙏

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph"
97,['1664842386055233537'],1664842386055233537,"rt lilybeth140: congratulations, darren! so blessed! 

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph"
98,['1664842328190726144'],1664842328190726144,"rt ionelovegood: tv airing-worthy ang fifteen-second ad mo d

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph ht…"
0,['1664842204232437761'],1664842204232437761,"true ..sana maipalabas sa tv ! 💚🙏

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph "
1,['1664841777831088131'],1664841777831088131,"rt ionelovegood: swerte ni ateee

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph "
2,['1664831920851615744'],1664831920851615744,"rt thedarrenatics2: darren surely can't give up his best coke ever😊

see full clip:


darren espanto2001
cokezer…"
3,['1664828821768491008'],1664828821768491008,"espanto2001 is really the new face of cocacolaph .
darren
bestcokeever
takeataste
cokezero
espanto2001 
for the full video just visit cocacolaph ig. "
4,['1664823074070441991'],1664823074070441991,"rt dte_0625: good evening fam

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph"
5,['1664823058807545856'],1664823058807545856,"rt lilybeth140: d’ effect on d! 

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph

 "
6,['1664823035248119808'],1664823035248119808,"rt lilybeth140: makuha tayo sa tinging! tweet na…hahaha

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph https:/…"
7,['1664822858189778944'],1664822858189778944,"rt thedarrenatics2: because of darren, we’ve found the best coke ever! 

darrens bestcokeever
darren espanto2001
cokezero tikmanna
co…"
8,['1664822826799357954'],1664822826799357954,"rt lilybeth140: darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph"
9,['1664822788044238849'],1664822788044238849,"rt melovesdarren: iambobbiedc espanto2001 cocacolaph kahit pati ako tita sakanya na rin hhahahaha

darrens bestcokeever
darren espant…"
10,['1664822734457802753'],1664822734457802753,"rt lilybeth140: retweeting! 

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph"
11,['1664822716741091328'],1664822716741091328,"rt jelaravillamor: di halatang di ako busy ngayon no hahahaha ang ingay ko kasi hahahaga.

darrens bestcokeever
darren espanto2001
coke…"
12,['1664822696973340673'],1664822696973340673,"rt dte_0625: grabe nman yung tingin ni d..kakakilig!

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph https://t.…"
13,['1664822477556699136'],1664822477556699136,"rt lilybeth140: parang all the way down!

darrens bestcokeever
darren espanto2001
cokezero tikmanna
cocacolaph

 …"
