,edit_history_tweet_ids,id,text
40,['1665729095160799232'],1665729095160799232,rt karliforniawzwa: one of my favorite parts of crockettcup 2023. night 2 pre show. joegallinews caught by surprise with a large skull g…
41,['1665654362000203776'],1665654362000203776,sadly dietcoke cans i believe also have plastic linings. any way around this? 
42,['1665653979110309888'],1665653979110309888,"april open source silicon news update - tiny tapeout, events, xrays, shu...  via dietcoke"
43,['1665652886422933506'],1665652886422933506,rt karliforniawzwa: one of my favorite parts of crockettcup 2023. night 2 pre show. joegallinews caught by surprise with a large skull g…
44,['1665633179976503297'],1665633179976503297,rt cuucmaster: อีพีสุดท้าย ถึงเวลาที่กระป๋องโค้กจะพ่นน้ำขุ่นๆสีขาวออกมาแล้ว ใครอยากเอาปากรองเตรียมไว้ให้ดี ผมตัดมาให้ดูเป็นช็อตๆเลยย!!! (6…
45,['1665627769202515968'],1665627769202515968,"one of my favorite parts of crockettcup 2023. night 2 pre show. joegallinews caught by surprise with a large skull getting smashed onto his hand at the commentary table. i replayed it 3-4 times. 

nwa nwa thrillbillytcb danmaff  realtimstorm joegalli ice dietcoke "
46,['1665616782869032962'],1665616782869032962,"cancer warning as sweetener,suraclose found in dietcoke and redbull attacks dna and destroys cells. "
47,['1665579257978839044'],1665579257978839044,the ai revolution unveiled: meta’s open-source revolution and chip innov...  via sicklecellsite dietcoke
48,['1665576418196049920'],1665576418196049920,𝗖𝗼𝗰𝗮-𝗖𝗼𝗹𝗮 𝗦𝗶𝗴𝗻𝘀 𝗗𝗲𝗮𝗹 𝗪𝗶𝘁𝗵 𝗢𝗽𝗲𝗻𝗔𝗜’𝘀 𝗗𝗮𝗹𝗹-𝗘 𝗮𝗻𝗱 𝗖𝗵𝗮𝘁𝗚𝗣𝗧  via dietcoke
49,['1665569780701569024'],1665569780701569024,live laugh dietcoke
50,['1665556265467015168'],1665556265467015168,rt cuucmaster: มาปั่นกระป๋องโค้กกันต่อครัช ทาสนายแบบของผมมันอาย ขอให้ปิดหน้าจะได้ครางดังๆได้ ผมเลยจัดการฝนหัวมันไปที แม่งร้องซี๊ดซ๊าดดิ้นพ…
51,['1665556230859808770'],1665556230859808770,rt cuucmaster: ท่าต่อไปสำหรับทาสนายแบบควยเท่าโค้กของผม คือนั่งเก้าอี้อากาศแล้วโดนจับรูดควย สัมผัสของควยอวบหัวบานใหญ่แน่นเต็มมือจนต้องสั่งใ…
52,['1665556174127628289'],1665556174127628289,rt cuucmaster: ท่านี้เป็นท่าเสียวของทาสหลายคนเลยครัช จับนายแบบควยยักษ์นั่งหันหลังแอ่นโชว์รูก้น ที่มีเชือกรัดมาจากพวงไข่พาดอยู่  แล้วจับรูด…
53,['1665556094284857345'],1665556094284857345,rt cuucmaster: อีพีสุดท้าย ถึงเวลาที่กระป๋องโค้กจะพ่นน้ำขุ่นๆสีขาวออกมาแล้ว ใครอยากเอาปากรองเตรียมไว้ให้ดี ผมตัดมาให้ดูเป็นช็อตๆเลยย!!! (6…
54,['1665545601998544897'],1665545601998544897,rt cuucmaster: เมื่อนายแบบควยเท่ากระป๋องโค้กถูกมัดไข่จนเป่ง แล้วเอาเชือกโยงผูกกับข้อมือสองข้างให้ดิ้นไม่หลุด เจ้านายก็จัดการลงเจลญี่ปุ่นแ…
55,['1665540083271753728'],1665540083271753728,gta online getting ready for the san andreas mercenaries dlc  via aptera_motors sicklecellsite dietcoke rockstargames
56,['1665539651208085505'],1665539651208085505,gta online getting ready for the san andreas mercenaries dlc  via dietcoke sicklecellsite
57,['1665539065075073024'],1665539065075073024,you voted! i attempted! viewer voted solo cayo perico heist! gta 5 online  via dietcoke
58,['1665538324629520385'],1665538324629520385,the new special cargo meta money guide in gta online! (how to maximize y...  via aptera_motors dietcoke
59,['1665537676030648322'],1665537676030648322,gta v gta 5 a few vehicle meta data file tips tricks and modifications t...  via dietcoke
60,['1665534134331101185'],1665534134331101185,the new gta online update changes are actually amazing  via sicklecellsite aptera_motors dietcoke windowsdev
